subscriber_id;period_id;msisdn;recharge_amount;number_of_recharges;number_of_sms_onnet;number_of_sms_offnet;number_of_sms_international;mou_onnet;mou_offnet_mobile;mou_offnet_fix;mou_international;bonus_on_consumption_revenue;bonus_on_refill_revenue;bonus_on_refill_flash_revenue;number_of_reactivations;consumption_revenue;arpu_out_without_bonus;incoming_revenue;data_trafic_volume;total_voice_revenu_amount;total_data_revenu_amount;device_type;flag_smartphone
2162400047;202206;50a27c6528d13a7c7d9fb51bce86169c;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Router;N
2144092696;202206;415285d4fd6efbada1bc81b4c72e27eb;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2165294776;202206;46e09b01c2930e9da8a30c29d5ab9193;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2159803593;202206;25630d45c076eeafbdc7865359e94d00;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Router;N
15884568;202206;c628d012239dcffb6d8621b942384144;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Feature Phone;N
2152783675;202206;44640d023de1c043c09b923b8b94968a;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Basic Phone;N
2160722615;202206;6b5d3fae73f0591a7af1912ff6f9f79d;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2164303733;202206;a91cbd3e0e39ff17d01152c5809e0999;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Smartphone;Y
2153721207;202206;fedb22b79ded59899bc6ceb6a7941384;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;POS;N
2136636952;202206;49ba7ee7492b88e1aa2c2eb0a03debe5;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2145645572;202206;9ee6fae764976c267081029011186d56;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2146182750;202206;021b174e960202a46f6dae5827e6f07c;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2153614245;202206;60c3405e402afdab74897c7c949925cb;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2142415664;202206;ecb7521416a5cb4356e64c47a5a5dc44;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2151544466;202206;a8a5e842e1dfce5124834a6f4d8072aa;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;12750.000;12750.000;0.000;;;;Phablet;Y
2161222223;202206;7a7f62ffd487848db7dbc7428afcbf92;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;550.000;550.000;0.000;;;;Phablet;Y
2162150825;202206;dad41774855a5e175a52a4009d6b505b;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Router;N
2163502888;202206;6345e6ff481042b9ac95d660e03eb3a8;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2159838119;202206;292c1db6f3bd01e158294c8f09d98ef7;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2165202464;202206;051c13308a3f50aff65ff4b7e4109da4;0.000;0;0;0;2;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;1120.000;1120.000;0.000;;;;Phablet;Y
2162751208;202206;091583af9b3b59366c4b1f831437cd82;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2160278101;202206;ca42a5fce573d1bea1f405cd7bf6bece;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2161903884;202206;819c1e2ce23684eda47ba2bf853835b2;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Basic Phone;N
2163029508;202206;ce23c45cd94a4541d78dd9e139d3be36;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2145885949;202207;77b04ba64a384996da70d0b1e2aa4432;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2158436433;202207;2f9459c3bb616831cdf0b2bf515362ef;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;;
2163725786;202206;853ec5c7fba302e0e25336e150c9daf3;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Basic Phone;N
2158116358;202206;388a6b0d407ff91d59d582d74ca2e7f5;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2163371474;202206;cad01e68436765288e4667f1ee458673;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Basic Phone;N
2162990939;202206;d58b2d03ffe436d8356c4c7e7e14c662;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Basic Phone;N
2165636397;202206;cfd8a4ca58b3a29661347ffd7f4bfadc;4386.000;1;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2163401001;202206;3677821e0843ed2c6be538430b791794;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2164961459;202206;10ca2cb57af23b193f0f5e53c680c978;0.000;0;15;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;1050.000;1050.000;0.000;;;;Phablet;Y
2164100888;202206;300f7bede371bb3ebb514c9f414be066;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2166168134;202206;8bbdc985a1a46e7b86861e9c63e5e03c;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Smartphone;Y
2165685991;202206;674aedbcddde8f25ae5e611016a4e2fb;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Basic Phone;N
23879659;202207;20d8ab217651f89cba686dd765df03e3;0.000;0;1;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;5400.000;5400.000;0.000;;;;Smartphone;Y
2165243698;202206;346ed91e14260ae1d19b63864c281df3;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;1650.000;1650.000;0.000;;;;Smartphone;Y
2164612977;202206;f3a344a538a31e744c9be27034d98c1e;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2164366629;202206;7a4be8fdcc4c2f8e5e973246872d1625;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2164321082;202206;f6aa307774fbe978218eb85c08433c70;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2165223347;202206;4708071227afa172de98b1f007bface6;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2166182279;202206;b8bc4eb26a5a664898be8f3d34b7e434;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Feature Phone;N
2164682509;202206;8de41acc526db238241735f92015992c;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2165810275;202206;a7f83ca6c75e9794bad1a4e81e3bea84;8772.000;1;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Mobile broadband PCI card;N
2149676598;202207;912409441792ea7ba42320899e8c0978;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2164124604;202206;92b1dff1118c665c97e4bea1e1982f33;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Feature Phone;N
2163999282;202206;1c76dbfaef073d9ef7dc9df3f2608bc1;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Feature Phone;N
2165574684;202206;d92bd8e9db595a3a82b7b1ae8f68a755;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2166500888;202206;1d9d37524164c025a3a30e5283979f02;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2164995054;202206;81513f58ce842f34882bd018fd64e6b3;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2166369029;202206;bd0e7a0d7453f08a5906cb36851c21e3;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Basic Phone;N
2165143456;202206;7b121f2122641c563887bbf294ba1a1a;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2165464325;202206;e273e9f7a8f3ec685e8d179b6fc9b333;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Smartphone;Y
2164909549;202206;30c664f0ff08b0cc942d545fffdb8e7c;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2166529720;202206;ab20cc590c7558cacf7f47fbafde024b;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2164944140;202206;401cfb4c9dabf5011ffc9e0da7570787;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2164916057;202207;73d689860388725094335e096b2c53fc;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Router;N
2165840967;202207;79134e241f798789f30abfa01dc55349;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;;
2138382942;202207;c20379fad62e92de62ac402a2331ebb3;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;;
2144405964;202207;50242abd0f7f58ff2dfe9b7e633c3241;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;1;0.000;0.000;0.000;;;;;
2165188558;202206;f0b974712e4cac7839a10b5c71a6e9b3;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2165201155;202206;5587323e325356558b57d6b04b06a50c;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
17491038;202207;21095ad318e3d78247eccee8a4ed093e;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;;
2167204051;202207;25e3c0f2c69a18d6345e0501ce96ac2d;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Feature Phone;N
2164944140;202207;401cfb4c9dabf5011ffc9e0da7570787;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2165369071;202206;9bfd72fa936a4835ba3711af403ebe35;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Basic Phone;N
2165068201;202206;2dd2ce33add68ee11d8fd3feb024d958;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2164921178;202206;b604535e15823987e2ad42d487edbd0a;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2165818063;202206;cc85ba68ddd222b5cdb325b778a73a56;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Router;N
2165020485;202206;65fc8d75197d2c9ed9b463f0dfad992a;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2159838119;202207;292c1db6f3bd01e158294c8f09d98ef7;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2164995619;202206;899b73dc0ded75cadf957619885020f8;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Smartphone;Y
2166630696;202206;21b563efc77aae0da73a266ca4d5d00c;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Smartphone;Y
2165626090;202206;14f0eb24f4ab17d445ba18594f7c65c9;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2164612977;202207;f3a344a538a31e744c9be27034d98c1e;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2165774808;202206;62e0ce7107456b342f0fec8734ff335a;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Basic Phone;N
2164916057;202206;73d689860388725094335e096b2c53fc;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Router;N
2166495380;202206;22efc081eff1bc21cc4de9e2b9af66e9;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2165305761;202206;822ef51a6c7f4a0d129ffe4df16a240a;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2163401001;202207;3677821e0843ed2c6be538430b791794;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2166061329;202206;c4f0efb25a13dff943c5223da9ce46d6;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Smartphone;Y
2165885434;202206;ed8f6bca169a36aae166f82218f5a49f;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2153867886;202207;688080e6aada2137442090ed78c0e9cd;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;180.584;80.000000;180.584000;;Basic Phone;N
2145790534;202207;bba4778d055eec2f8375674457a2b82f;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;1;0.000;0.000;0.000;;;;Smartphone;Y
2165477160;202206;2b3eff62712d513daa2b5b435ac00fc5;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2165529828;202206;6af59254433377e8e9dc5200006e7dfd;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Feature Phone;N
2165243493;202206;f37cf0496c33876259f18dbcb4188a8d;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
1320079698;202207;fdeb49e1a164f20317b17b62209f4a45;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;1;0.000;0.000;0.000;;;;;
2165360621;202207;12968d59ba8e8edeebed70bd1236c652;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Router;N
2165533616;202206;ba2f1ffd65ded63834d4adbdeab64ab3;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2165068201;202207;2dd2ce33add68ee11d8fd3feb024d958;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2140100880;202207;52c4e636c8964a633fa35084e2ed48fb;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Tablet;Y
2165875990;202206;27c2762216c11ae5e882a1b138ae8809;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Basic Phone;N
2165529828;202207;6af59254433377e8e9dc5200006e7dfd;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Feature Phone;N
2164549576;202207;465832243cea8083001e4d583af3a877;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2140570111;202207;4acc01ac62223dfd900aa754461ff241;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Router;N
2165712325;202206;8fd1d87dc5e8ba097d7a6f868bae52ef;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2165626090;202207;14f0eb24f4ab17d445ba18594f7c65c9;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
2165990066;202206;e406deca016641035a359b735156f3dd;0.000;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0.000;0.000;0;0.000;0.000;0.000;;;;Phablet;Y
